,extension,id,plane_tags,tags
2998,jpg,2999,"マジで鬱だ……,影木栄貴×蔵王大志,『LOVE,STAGE!!』,（瀬名泉水）","マジで鬱だ……,影木栄貴×蔵王大志,『LOVE,STAGE!!』,（瀬名泉水）"
2999,jpg,3000,"ひどい…,世も末だ,寺沢武一,『COBRA』,（コブラ）","ひどい…,世も末だ,寺沢武一,『COBRA』,（コブラ）"
3000,jpg,3001,"なんて日だ!!,古屋兎丸,『帝一の國』,（赤場帝一）","なんて日だ!!,古屋兎丸,『帝一の國』,（赤場帝一）"
3001,jpg,3002,"どうやら今日は厄日らしい……,矢吹健太朗,『BLACK,CAT』,（スヴェン＝ボルフィード）","どうやら今日は厄日らしい……,矢吹健太朗,『BLACK,CAT』,（スヴェン＝ボルフィード）"
3002,jpg,3003,"ずぅ～ん,ソウマトウ,『ギリギリアウト』,（宮ヶ瀬花）","ずぅ～ん,ソウマトウ,『ギリギリアウト』,（宮ヶ瀬花）"
3003,jpg,3004,"こんな千載一遇のチャンスを逃すとは,なんたる不覚!!,石黒正数×小野寺浩二,『ソレミテ,～それでも霊が見てみたい～』,（小野寺浩二）","こんな千載一遇のチャンスを逃すとは,なんたる不覚!!,石黒正数×小野寺浩二,『ソレミテ,～それでも霊が見てみたい～』,（小野寺浩二）"
3004,jpg,3005,"超絶,消えてなくなりてえ,高梨みつば,『クジャクの教室』,（清田まりほ）","超絶,消えてなくなりてえ,高梨みつば,『クジャクの教室』,（清田まりほ）"
3005,jpg,3006,"…分かる…,オレには分かる……,絶対に落ちた…,東村アキコ,『かくかくしかじか』,（林明子）","…分かる…,オレには分かる……,絶対に落ちた…,東村アキコ,『かくかくしかじか』,（林明子）"
3006,jpg,3007,"あ～、ぼくはもうおしまいだ。生きるのぞみをうしなった。,藤子・F・不二雄,『ドラえもん』,（野比のび太）","あ～、ぼくはもうおしまいだ。生きるのぞみをうしなった。,藤子・F・不二雄,『ドラえもん』,（野比のび太）"
3007,jpg,3008,"くっ…屈辱…,今世紀最大の屈辱だわ…,栗原正尚,『神アプリ』,（早瀬亜理沙）","くっ…屈辱…,今世紀最大の屈辱だわ…,栗原正尚,『神アプリ』,（早瀬亜理沙）"
3008,jpg,3009,"間違えた…,ケルビム×Koma,『バイト先は「悪の組織」！？』,（蒼倉有久）","間違えた…,ケルビム×Koma,『バイト先は「悪の組織」！？』,（蒼倉有久）"
3009,jpg,3010,"完敗だ…！,ソウマトウ,『ギリギリアウト』,（味噌川太郎）","完敗だ…！,ソウマトウ,『ギリギリアウト』,（味噌川太郎）"
3010,jpg,3011,"何やってんだ‥‥俺達‥,こんな所で,寺嶋裕二,『ダイヤのA』","何やってんだ‥‥俺達‥,こんな所で,寺嶋裕二,『ダイヤのA』"
3011,jpg,3012,"何てダメな男なんだ俺は━━━━っ!!,文月晃,『海の御先』,（後藤凪）","何てダメな男なんだ俺は━━━━っ!!,文月晃,『海の御先』,（後藤凪）"
3012,jpg,3013,"フンッ,俺だけ仲間外れかよ……………,板垣恵介,『範馬刃牙』,（範馬勇次郎）","フンッ,俺だけ仲間外れかよ……………,板垣恵介,『範馬刃牙』,（範馬勇次郎）"
3013,jpg,3014,"ほっといてくれ。オレは生きがいをなくしたんだ。,藤子・F・不二雄,『ドラえもん,のび太のねじ巻き都市冒険記』,（ジャイアン/剛田武）","ほっといてくれ。オレは生きがいをなくしたんだ。,藤子・F・不二雄,『ドラえもん,のび太のねじ巻き都市冒険記』,（ジャイアン/剛田武）"
3014,jpg,3015,"ヘコむなぁ…,石黒正数,『木曜日のフルット』,（鯨井早菜）","ヘコむなぁ…,石黒正数,『木曜日のフルット』,（鯨井早菜）"
3015,jpg,3016,"はああああ,ヨシノサツキ,『ばらかもん』,（半田清舟）","はああああ,ヨシノサツキ,『ばらかもん』,（半田清舟）"
3016,jpg,3017,"しゅ―――――ん,高津カリノ,『WORKING!!』,（轟八千代）","しゅ―――――ん,高津カリノ,『WORKING!!』,（轟八千代）"
3017,jpg,3018,"キ　モ　オ　タ,八頭道尾×合田蛍冬,『ドクムシ』,（乃木崎太一）","キ　モ　オ　タ,八頭道尾×合田蛍冬,『ドクムシ』,（乃木崎太一）"
3018,jpg,3019,"正直…,ガッカリしちゃった…,島本和彦,『アオイホノオ』","正直…,ガッカリしちゃった…,島本和彦,『アオイホノオ』"
3019,jpg,3020,"おしまいだ……。なにもかも……。,藤子・F・不二雄,『ドラえもん』,（ジャイアン/剛田武）","おしまいだ……。なにもかも……。,藤子・F・不二雄,『ドラえもん』,（ジャイアン/剛田武）"
3020,jpg,3021,"うう……,終わった……,あっと,『のんのんびより』,（越谷夏海）","うう……,終わった……,あっと,『のんのんびより』,（越谷夏海）"
3021,jpg,3022,"Oh…,Oh,my,god!!,新井美智代,『ニッポンのリア先生』,（リア・ブライト）","Oh…,Oh,my,god!!,新井美智代,『ニッポンのリア先生』,（リア・ブライト）"
3022,jpg,3023,"そんな…,そんな…,あんまりだ………!!,鈴木央,『七つの大罪』,（キング）","そんな…,そんな…,あんまりだ………!!,鈴木央,『七つの大罪』,（キング）"
3023,jpg,3024,"コイツら人間じゃねぇ!!!,椿いづみ,『俺様ティーチャー』,（黒崎真冬）","コイツら人間じゃねぇ!!!,椿いづみ,『俺様ティーチャー』,（黒崎真冬）"
3024,jpg,3025,"うるうる,青山剛昌,『名探偵コナン』,（毛利蘭）","うるうる,青山剛昌,『名探偵コナン』,（毛利蘭）"
3025,jpg,3026,"いやああ!!,うそよお━━━っ!!,楠桂,『八神くんの家庭の事情』,（五十里真幸）","いやああ!!,うそよお━━━っ!!,楠桂,『八神くんの家庭の事情』,（五十里真幸）"
3026,jpg,3027,"……怖かった……,附田祐斗×佐伯俊,『食戟のソーマ』,（田所恵）","……怖かった……,附田祐斗×佐伯俊,『食戟のソーマ』,（田所恵）"
3027,jpg,3028,"寂しいです,新井美智代,『ニッポンのリア先生』,（リア・ブライト）","寂しいです,新井美智代,『ニッポンのリア先生』,（リア・ブライト）"
3028,jpg,3029,"次こそは…,完璧にこなしてみせます…！,岸本斉史,『NARUTO,-ナルト-』,（奈良シカマル）","次こそは…,完璧にこなしてみせます…！,岸本斉史,『NARUTO,-ナルト-』,（奈良シカマル）"
3029,jpg,3030,"嘘だあああ!!,長崎尚志×浦沢直樹,『BILLY,BAT』,（唐麻雑風）","嘘だあああ!!,長崎尚志×浦沢直樹,『BILLY,BAT』,（唐麻雑風）"
3030,jpg,3031,"ヒドイ,それは言いすぎだよ～,まな,『THE,IDOLM@STER』,（天海春香）","ヒドイ,それは言いすぎだよ～,まな,『THE,IDOLM@STER』,（天海春香）"
3031,jpg,3032,"だ…,旦那……,原哲夫・堀江信彦×武村勇治,『義風堂々!!,直江兼続,-前田慶次月語り-』,（茂助）","だ…,旦那……,原哲夫・堀江信彦×武村勇治,『義風堂々!!,直江兼続,-前田慶次月語り-』,（茂助）"
3032,jpg,3033,"憎い!!!!,そんな法律作った人達が憎いわぁ!!!,水薙竜,『ウィッチクラフトワークス』,（多華宮霞）","憎い!!!!,そんな法律作った人達が憎いわぁ!!!,水薙竜,『ウィッチクラフトワークス』,（多華宮霞）"
3033,jpg,3034,"面白い!!,原哲夫・堀江信彦×武村勇治,『義風堂々,直江兼続,-前田慶次月語り-』,（樋口与六）※後の直江兼続","面白い!!,原哲夫・堀江信彦×武村勇治,『義風堂々,直江兼続,-前田慶次月語り-』,（樋口与六）※後の直江兼続"
3034,jpg,3035,"抱いてーっ♥,森夕,『魔法化高校の優等生』","抱いてーっ♥,森夕,『魔法化高校の優等生』"
3035,jpg,3036,"天使を見たのははじめてだ…,白浜鴎,『エニデヴィ』,（マーク・バローズ神父）","天使を見たのははじめてだ…,白浜鴎,『エニデヴィ』,（マーク・バローズ神父）"
3036,jpg,3037,"超可愛い…っ!!,阿部川キネコ,『姫武将政宗伝,ぼんたん!!』,（伊達政宗）","超可愛い…っ!!,阿部川キネコ,『姫武将政宗伝,ぼんたん!!』,（伊達政宗）"
3037,jpg,3038,"すばらしい！とてもいい考えだわ,結城心一,『ちろちゃん』,（奈良やちほ）","すばらしい！とてもいい考えだわ,結城心一,『ちろちゃん』,（奈良やちほ）"
3038,jpg,3039,"冴えてるね…！,石黒正数,『それでも町は廻っている』,（コブ平/荒井和豊）","冴えてるね…！,石黒正数,『それでも町は廻っている』,（コブ平/荒井和豊）"
3039,jpg,3040,"それだ…!!,うん,それしかない!,すごく良い!!!,仲間りょう,『磯部磯兵衛物語,～浮世はつらいよ～』,（磯部磯兵衛）","それだ…!!,うん,それしかない!,すごく良い!!!,仲間りょう,『磯部磯兵衛物語,～浮世はつらいよ～』,（磯部磯兵衛）"
3040,jpg,3041,"すっごいすっごい,いい話だった～,あ～泣いた泣いた,古屋兎丸,『帝一の國』,（大鷹弾＆白鳥美美子）","すっごいすっごい,いい話だった～,あ～泣いた泣いた,古屋兎丸,『帝一の國』,（大鷹弾＆白鳥美美子）"
3041,jpg,3042,"す,ご,い,!!,藤子・F・不二雄,『ドラえもん』,（のび太＆しずか＆ジャイアン＆ドラえもん）","す,ご,い,!!,藤子・F・不二雄,『ドラえもん』,（のび太＆しずか＆ジャイアン＆ドラえもん）"
3042,jpg,3043,"これだよこれ！,もっつん*,『この中に1人、妹がいる!』,（帝野将悟）","これだよこれ！,もっつん*,『この中に1人、妹がいる!』,（帝野将悟）"
3043,jpg,3044,"かっ……,可愛い…,山崎紗也夏,『サイレーン』,（猪熊夕貴）","かっ……,可愛い…,山崎紗也夏,『サイレーン』,（猪熊夕貴）"
3044,jpg,3045,"か…,かわいい…,サンカクヘッド,『干物妹!うまるちゃん』,（本場切絵）","か…,かわいい…,サンカクヘッド,『干物妹!うまるちゃん』,（本場切絵）"
3045,jpg,3046,"………いい答えだ,香月日輪×深山和香,『妖怪アパートの幽雅な日常』,（千晶直巳）","………いい答えだ,香月日輪×深山和香,『妖怪アパートの幽雅な日常』,（千晶直巳）"
3046,jpg,3047,"いいね,近木野中哉,『とある魔術の禁書目録』,（上条当麻）","いいね,近木野中哉,『とある魔術の禁書目録』,（上条当麻）"
3047,jpg,3048,"いいぞいいぞ。,藤子・F・不二雄,『ドラえもん,のび太と恐竜』,（ジャイアン＆スネ夫）","いいぞいいぞ。,藤子・F・不二雄,『ドラえもん,のび太と恐竜』,（ジャイアン＆スネ夫）"
3048,jpg,3049,"イイジャン!!,小島あきら,『わ!』,（菊川勇魚）","イイジャン!!,小島あきら,『わ!』,（菊川勇魚）"
3049,jpg,3050,"いいこと言うな～,高橋ヒロシ,『WORST』,（月島花）","いいこと言うな～,高橋ヒロシ,『WORST』,（月島花）"
3050,jpg,3051,"…すごい,香月日輪×高橋愛,『大江戸妖怪かわら版』,（お小枝）","…すごい,香月日輪×高橋愛,『大江戸妖怪かわら版』,（お小枝）"
3051,jpg,3052,"話が長い,高津カリノ,『WORKING!!』,（佐藤潤）","話が長い,高津カリノ,『WORKING!!』,（佐藤潤）"
3052,jpg,3053,"ま、見るからに恋愛経験なさそうなお前にゃわかんねーわな,時計野はり,『学園ベビーシッターズ』,（犬井先輩）","ま、見るからに恋愛経験なさそうなお前にゃわかんねーわな,時計野はり,『学園ベビーシッターズ』,（犬井先輩）"
3053,jpg,3054,"黙れチェリー,鈴見敦,『東京レイヴンズ』,（早乙女涼）","黙れチェリー,鈴見敦,『東京レイヴンズ』,（早乙女涼）"
3054,jpg,3055,"馬ッッ鹿みたい,石田スイ,『東京喰種,トーキョーグール』,（トーカ/霧嶋董香）","馬ッッ鹿みたい,石田スイ,『東京喰種,トーキョーグール』,（トーカ/霧嶋董香）"
3055,jpg,3056,"キライじゃキライじゃ,私はお前が大キライじゃあ!!!,バカヤロ━━ッ!!!,皿池篤志,『レイチェル・ダイアル』,（レイチェル・ブライアント）","キライじゃキライじゃ,私はお前が大キライじゃあ!!!,バカヤロ━━ッ!!!,皿池篤志,『レイチェル・ダイアル』,（レイチェル・ブライアント）"
3056,jpg,3057,"最悪,坂本眞一,『イノサン』,（マリー＝ジョセフ・サンソン）","最悪,坂本眞一,『イノサン』,（マリー＝ジョセフ・サンソン）"
3057,jpg,3058,"あいかわらず君の話はつまらないね,荒井チェリー,『三者三葉』,（小田切双葉）","あいかわらず君の話はつまらないね,荒井チェリー,『三者三葉』,（小田切双葉）"
3058,jpg,3059,"メシウマだぜ!!,は━━ッはッはッは,奥浩哉,『GANTZ』","メシウマだぜ!!,は━━ッはッはッは,奥浩哉,『GANTZ』"
3059,jpg,3060,"何それ,キモ…,五十嵐あぐり,『シノハユ,the,dawn,of,age』","何それ,キモ…,五十嵐あぐり,『シノハユ,the,dawn,of,age』"
3060,jpg,3061,"はあ？頭おかしいんじゃねえの,ひよどり祥子,『死人の声をきくがよい』","はあ？頭おかしいんじゃねえの,ひよどり祥子,『死人の声をきくがよい』"
3061,jpg,3062,"な,なんだこいつ!,かかわんねー方がいいな!,高橋ヒロシ,『WORST』,（冨永虎之助）","な,なんだこいつ!,かかわんねー方がいいな!,高橋ヒロシ,『WORST』,（冨永虎之助）"
3062,jpg,3063,"この…下衆が…！,森夕,『魔法化高校の優等生』,（司波深雪）","この…下衆が…！,森夕,『魔法化高校の優等生』,（司波深雪）"
3063,jpg,3064,"キモいんだよこの童貞,半径3m以内に寄ったら蹴り倒すぞ,ヒロユキ,『マンガ家さんとアシスタントさんと,ツー』,（足須沙穂都）","キモいんだよこの童貞,半径3m以内に寄ったら蹴り倒すぞ,ヒロユキ,『マンガ家さんとアシスタントさんと,ツー』,（足須沙穂都）"
3064,jpg,3065,"何を言ってんのこの子は…………,小花美穂,『Honey,Bitter』,（篠沢頼子）","何を言ってんのこの子は…………,小花美穂,『Honey,Bitter』,（篠沢頼子）"
3065,jpg,3066,"意外な展開やな…,こざき亜衣,『あさひなぐ』,（和歌山愛山高校薙刀部コーチ）","意外な展開やな…,こざき亜衣,『あさひなぐ』,（和歌山愛山高校薙刀部コーチ）"
3066,jpg,3067,"………マジ？,村田真哉×隅田かずあさ,『キリングバイツ』,（エルザ/中西獲座）","………マジ？,村田真哉×隅田かずあさ,『キリングバイツ』,（エルザ/中西獲座）"
3067,jpg,3068,"すげぇ!!!,なんて堂々としたセクハラだ…!!!,椿いづみ,『月刊少女野崎くん』,（鹿島遊）","すげぇ!!!,なんて堂々としたセクハラだ…!!!,椿いづみ,『月刊少女野崎くん』,（鹿島遊）"
3068,jpg,3069,"なっ,何ィ━━!?,原泰久,『キングダム』,（壁）","なっ,何ィ━━!?,原泰久,『キングダム』,（壁）"
3069,jpg,3070,"な━━━━っ!!?,あっと,『のんのんびより』,（宮内れんげ）","な━━━━っ!!?,あっと,『のんのんびより』,（宮内れんげ）"
3070,jpg,3071,"こっ,こーしちゃーいられねーぞバカヤロー,とっ,とんでもねー,とんでもねーヤローが現れやがった!!,高橋ヒロシ,『QP』,（百田和彦）","こっ,こーしちゃーいられねーぞバカヤロー,とっ,とんでもねー,とんでもねーヤローが現れやがった!!,高橋ヒロシ,『QP』,（百田和彦）"
3071,jpg,3072,"そんな面白いことがあったの…？,D・キッサン,『共鳴せよ！私立轟高校図書委員会』,（三村真亜子）","そんな面白いことがあったの…？,D・キッサン,『共鳴せよ！私立轟高校図書委員会』,（三村真亜子）"
3072,jpg,3073,"そ…そんな……,ヒロユキ,『アホガール』","そ…そんな……,ヒロユキ,『アホガール』"
3073,jpg,3074,"ここまで末期とは…,素敵な国じゃなぁ,タカヒロ×田代哲也,『アカメが斬る！』,（ドロテア）","ここまで末期とは…,素敵な国じゃなぁ,タカヒロ×田代哲也,『アカメが斬る！』,（ドロテア）"
3074,jpg,3075,"えぇ━━━━━━━━!?,すたひろ,『おたくの娘さん』,（守崎耕太＆幸村叶＆有坂遥）","えぇ━━━━━━━━!?,すたひろ,『おたくの娘さん』,（守崎耕太＆幸村叶＆有坂遥）"
3075,jpg,3076,"いったいこの世界はどうなっているのだ……。,藤子・F・不二雄,『ドラえもん,のび太の太陽王伝説』,（ティオ王子）","いったいこの世界はどうなっているのだ……。,藤子・F・不二雄,『ドラえもん,のび太の太陽王伝説』,（ティオ王子）"
3076,jpg,3077,"大ショックを受けた時に。,小玉有起,『ブラッドラッド』,（ブラッド・チャーリー・スタズ）","大ショックを受けた時に。,小玉有起,『ブラッドラッド』,（ブラッド・チャーリー・スタズ）"
3077,jpg,3078,"人生…かな？,ヒロユキ,『マンガ家さんとアシスタントさんと』,（愛徒勇気）","人生…かな？,ヒロユキ,『マンガ家さんとアシスタントさんと』,（愛徒勇気）"
3078,jpg,3079,"俺に考えがある,安藤夕馬×朝基まさし,『クニミツの政』,（吾妻光明）","俺に考えがある,安藤夕馬×朝基まさし,『クニミツの政』,（吾妻光明）"
3079,jpg,3080,"なるほど…わかったぜ,おれには一生わからないということが!!,水上悟志,『スピリットサークル,-魂環-』,（桶屋風太）","なるほど…わかったぜ,おれには一生わからないということが!!,水上悟志,『スピリットサークル,-魂環-』,（桶屋風太）"
3080,jpg,3081,"一度踏みこんでしまった以上,あなたはもう引き返す事はできないのです,矢吹健太朗,『BLACK,CAT』,（セフィリア＝アークス）","一度踏みこんでしまった以上,あなたはもう引き返す事はできないのです,矢吹健太朗,『BLACK,CAT』,（セフィリア＝アークス）"
3081,jpg,3082,"一大事でございます!!,藤子・F・不二雄,『ドラえもん,のび太の大魔境』","一大事でございます!!,藤子・F・不二雄,『ドラえもん,のび太の大魔境』"
3082,jpg,3083,"買って良かった!!,ÖYSTER,『超可動ガール1/6』,（房伊田春人）","買って良かった!!,ÖYSTER,『超可動ガール1/6』,（房伊田春人）"
3083,jpg,3084,"よくわかんないけど一人で全部背負うことはないと思うよ,力をあわせてできることは,みんなでやればいいんだしさ,八木教広,『エンジェル伝説』,（北野誠一郎）","よくわかんないけど一人で全部背負うことはないと思うよ,力をあわせてできることは,みんなでやればいいんだしさ,八木教広,『エンジェル伝説』,（北野誠一郎）"
3084,jpg,3085,"一時間後…,青山剛昌,『名探偵コナン』,（江戸川コナン）","一時間後…,青山剛昌,『名探偵コナン』,（江戸川コナン）"
3085,jpg,3086,"あ、おやつの時間。,藤子・F・不二雄,『ドラえもん』,（ドラえもん）","あ、おやつの時間。,藤子・F・不二雄,『ドラえもん』,（ドラえもん）"
3086,jpg,3087,"えーと,どないしよ,水上悟志,『惑星のさみだれ』,（朝日奈さみだれ）","えーと,どないしよ,水上悟志,『惑星のさみだれ』,（朝日奈さみだれ）"
3087,jpg,3088,"うそだったら鼻でスパゲッティ食べてみせる！,藤子・F・不二雄,『ドラえもん,のび太の恐竜』,（野比のび太）","うそだったら鼻でスパゲッティ食べてみせる！,藤子・F・不二雄,『ドラえもん,のび太の恐竜』,（野比のび太）"
3088,jpg,3089,"いや～テレるな～おい,高橋ヒロシ,『WORST』,（月島花）","いや～テレるな～おい,高橋ヒロシ,『WORST』,（月島花）"
3089,jpg,3090,"ある程度時間が経っちゃうと━━,どんなに深い心の傷だって自然に癒えちゃうもんなんだよ！,島本和彦,『アオイホノオ』,（焔燃）","ある程度時間が経っちゃうと━━,どんなに深い心の傷だって自然に癒えちゃうもんなんだよ！,島本和彦,『アオイホノオ』,（焔燃）"
3090,jpg,3091,"HENTAIじゃないお!,HENTAI紳士だお!!,成家慎一郎,『STEINS;GATE,-哀心迷図のバベル-』,（橋田至）","HENTAIじゃないお!,HENTAI紳士だお!!,成家慎一郎,『STEINS;GATE,-哀心迷図のバベル-』,（橋田至）"
3091,jpg,3092,"バカな!!,僕の天使的笑顔に動じないだと!?,吉野匠×住川惠,『レイン』,（ジョシュア・フォルタール・ハッシュ）","バカな!!,僕の天使的笑顔に動じないだと!?,吉野匠×住川惠,『レイン』,（ジョシュア・フォルタール・ハッシュ）"
3092,jpg,3093,"女って‥‥,怖ェェェ!!!,吉河美希,『山田くんと7人の魔女』,（山田竜＆宮村虎之介）","女って‥‥,怖ェェェ!!!,吉河美希,『山田くんと7人の魔女』,（山田竜＆宮村虎之介）"
3093,jpg,3094,"意味ねぇ━━━━━━━━ッ!!!,すたひろ,『おたくの娘さん』,（北村真美）","意味ねぇ━━━━━━━━ッ!!!,すたひろ,『おたくの娘さん』,（北村真美）"
3094,jpg,3095,"マジかよ!!?,花緒莉,『ヒミツのアイちゃん』,（香住愛子）","マジかよ!!?,花緒莉,『ヒミツのアイちゃん』,（香住愛子）"
3095,jpg,3096,"まさか…ね,石見翔子,『かなめも』,（中町かな）","まさか…ね,石見翔子,『かなめも』,（中町かな）"
3096,jpg,3097,"なんっっっじゃ,そりゃ━━━!!!,TATE,『ストライク・ザ・ブラッド』,（暁古城）","なんっっっじゃ,そりゃ━━━!!!,TATE,『ストライク・ザ・ブラッド』,（暁古城）"
3097,jpg,3098,"なっ…,なんですって～!?,石黒正数,『それでも町は廻っている』,（辰野俊子＆針原春江）","なっ…,なんですって～!?,石黒正数,『それでも町は廻っている』,（辰野俊子＆針原春江）"
3098,jpg,3099,"な、なんだって!?,青山剛昌,『名探偵コナン』","な、なんだって!?,青山剛昌,『名探偵コナン』"
3099,jpg,3100,"!?,ついに気が触れたか!?,吉野匠×住川惠,『レイン』,（ルディック）","!?,ついに気が触れたか!?,吉野匠×住川惠,『レイン』,（ルディック）"
3100,jpg,3101,"ストーカーじゃねーか,西餅,『ハルロック』,（晴の母）","ストーカーじゃねーか,西餅,『ハルロック』,（晴の母）"
3101,jpg,3102,"ええええええええ,水薙竜,『ウィッチクラフトワークス』,（田沼佳子）","ええええええええ,水薙竜,『ウィッチクラフトワークス』,（田沼佳子）"
3102,jpg,3103,"……………………………,高橋ヒロシ,『WORST』,（山口善次郎）","……………………………,高橋ヒロシ,『WORST』,（山口善次郎）"
3103,jpg,3104,"勉強かー,めんどくさいなー,若林稔弥,『恋するみちるお嬢様』,（二ノ宮みちる）","勉強かー,めんどくさいなー,若林稔弥,『恋するみちるお嬢様』,（二ノ宮みちる）"
3104,jpg,3105,"絶対嫌。,東毅,『電波教師』,（桃園マキナ）","絶対嫌。,東毅,『電波教師』,（桃園マキナ）"
3105,jpg,3106,"私がおもしろくないから,ダメです,荒井チェリー,『未確認で進行形』,（夜ノ森紅緒）","私がおもしろくないから,ダメです,荒井チェリー,『未確認で進行形』,（夜ノ森紅緒）"
3106,jpg,3107,"子供に興味はありません,若林稔弥,『恋するみちるお嬢様』,（榊清志朗）","子供に興味はありません,若林稔弥,『恋するみちるお嬢様』,（榊清志朗）"
3107,jpg,3108,"残念ながらそれはできません,きたうみつな,『魔法科高校の劣等生,九校戦編』,（市原鈴音）","残念ながらそれはできません,きたうみつな,『魔法科高校の劣等生,九校戦編』,（市原鈴音）"
3108,jpg,3109,"見たくないわそんなもん!!,ヒロユキ,『アホガール』,（花畑よしこ）","見たくないわそんなもん!!,ヒロユキ,『アホガール』,（花畑よしこ）"
3109,jpg,3110,"結構です,NO,THANK,YOU♥,河本ほむら×尚村透,『賭ケグルイ』,（蛇喰夢子）","結構です,NO,THANK,YOU♥,河本ほむら×尚村透,『賭ケグルイ』,（蛇喰夢子）"
3110,jpg,3111,"異議アリ!!,鈴木央,『七つの大罪』,（メリオダス）","異議アリ!!,鈴木央,『七つの大罪』,（メリオダス）"
3111,jpg,3112,"不自然なことかもしらん…,だがそれでもいい,わたしは一生結婚はすまいと,そう決心した,池田理代子,『ベルサイユのばら』,（ハンス・アクセル・フォン・フェルゼン）","不自然なことかもしらん…,だがそれでもいい,わたしは一生結婚はすまいと,そう決心した,池田理代子,『ベルサイユのばら』,（ハンス・アクセル・フォン・フェルゼン）"
3112,jpg,3113,"だ……だめだ,体が受けつけない!!!,行徒妹,『北斗の拳,イチゴ味』","だ……だめだ,体が受けつけない!!!,行徒妹,『北斗の拳,イチゴ味』"
3113,jpg,3114,"やめてェッ,そんなの聞きたくないよおッ!,ちくしょう～っ,ううう!,ああ～!,木城ゆきと,『銃夢』,（ガリィ）","やめてェッ,そんなの聞きたくないよおッ!,ちくしょう～っ,ううう!,ああ～!,木城ゆきと,『銃夢』,（ガリィ）"
3114,jpg,3115,"それはムリ,結城心一,『ちろちゃん』,（高原馬頭子）","それはムリ,結城心一,『ちろちゃん』,（高原馬頭子）"
3115,jpg,3116,"ぜって━━━,嫌だ━━━━!!,田辺イエロウ,『結界師』,（墨村良守）","ぜって━━━,嫌だ━━━━!!,田辺イエロウ,『結界師』,（墨村良守）"
3116,jpg,3117,"本物だった,本物だった‥‥,本物だった‥‥!,ちばてつや,『あしたのジョー』,（力石徹）","本物だった,本物だった‥‥,本物だった‥‥!,ちばてつや,『あしたのジョー』,（力石徹）"
3117,jpg,3118,"想像するだけで死にそう…,みやびあきの,『はぢがーる』,（神楽紗江）","想像するだけで死にそう…,みやびあきの,『はぢがーる』,（神楽紗江）"
3118,jpg,3119,"今日は仕事休みだから思いっきり遊ぶのでゲソ!,安部真弘,『侵略！イカ娘』,（イカ娘）","今日は仕事休みだから思いっきり遊ぶのでゲソ!,安部真弘,『侵略！イカ娘』,（イカ娘）"
3119,jpg,3120,"今が,まさに,人生の最高潮,瀬川はじめ,『東京ESP』,（漆葉リンカ）","今が,まさに,人生の最高潮,瀬川はじめ,『東京ESP』,（漆葉リンカ）"
3120,jpg,3121,"な…何だろ。何かすごく嬉しい…,東毅,『電波教師』,（荒木光太郎）","な…何だろ。何かすごく嬉しい…,東毅,『電波教師』,（荒木光太郎）"
3121,jpg,3122,"やっと夢がかないました‥‥,勝木光,『ベイビーステップ』,（深沢諭吉）","やっと夢がかないました‥‥,勝木光,『ベイビーステップ』,（深沢諭吉）"
3122,jpg,3123,"みんな大好きだよ━━━っ,イトカツ,『銀のニーナ』,（ニーナ）","みんな大好きだよ━━━っ,イトカツ,『銀のニーナ』,（ニーナ）"
3123,jpg,3124,"はいっ,喜んでっ,おおや和美,『愛をちょーだい！』,（丸山ミエ）","はいっ,喜んでっ,おおや和美,『愛をちょーだい！』,（丸山ミエ）"
3124,jpg,3125,"ぱああああ!!,若林稔弥,『恋するみちるお嬢様』,（一之瀬やよい）","ぱああああ!!,若林稔弥,『恋するみちるお嬢様』,（一之瀬やよい）"
3125,jpg,3126,"できた!!,藤子・F・不二雄,『ドラえもん』,（ドラえもん＆のび太）","できた!!,藤子・F・不二雄,『ドラえもん』,（ドラえもん＆のび太）"
3126,jpg,3127,"その瞬間…アタシの心が濡れた…,神崎裕也,『ウロボロス,-警察ヲ裁クハ我ニアリ-』,（我孫子桐乃）","その瞬間…アタシの心が濡れた…,神崎裕也,『ウロボロス,-警察ヲ裁クハ我ニアリ-』,（我孫子桐乃）"
3127,jpg,3128,"すごく楽しみ！,五十嵐あぐり,『シノハユ,the,dawn,of,age』,（白築慕）","すごく楽しみ！,五十嵐あぐり,『シノハユ,the,dawn,of,age』,（白築慕）"
3128,jpg,3129,"きゅ━━━━ん,三次マキ,『PとJK』,（本谷歌子）","きゅ━━━━ん,三次マキ,『PとJK』,（本谷歌子）"
3129,jpg,3130,"ありがたき幸せ!!!,みなもと悠,『かみさまドロップ』,（須磨先輩）","ありがたき幸せ!!!,みなもと悠,『かみさまドロップ』,（須磨先輩）"
3130,jpg,3131,"どわ!!,この男,私の好み,ド真ん中ストライク!!,石黒正数,『木曜日のフルット』,（高見沢頼子）","どわ!!,この男,私の好み,ド真ん中ストライク!!,石黒正数,『木曜日のフルット』,（高見沢頼子）"
3131,jpg,3132,"言われてみればそんな気もしてきたな,うさくん,『にゃん天堂』,（猫谷英助）","言われてみればそんな気もしてきたな,うさくん,『にゃん天堂』,（猫谷英助）"
3132,jpg,3133,"…わかるよ。お前の気持ち。,ONE,『モブサイコ100』,（霊幻新隆）","…わかるよ。お前の気持ち。,ONE,『モブサイコ100』,（霊幻新隆）"
